Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
CHF 260809,Bowrider,Four Winns power boats,"new boat from stock,Unleaded",2019,9.16,2.87,GRP,Switzerland,164
CHF 258097,Motor Yacht,Windy power boats,"new boat from stock,Unleaded",0,8.85,2.62,GRP,Switzerland,162
CHF 260000,"Classic,Motor Yacht",Swiss Craft power boats,"Used boat,Unleaded",1975,13.0,3.9,Wood,Switzerland,231
CHF 260000,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",2000,9.45,2.8,Wood,Switzerland,279
CHF 260000,"Cabin Boat,Classic",Riva power boats,"Used boat,Unleaded",2016,8.21,2.5,GRP,Switzerland,344
Â£ 219000,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,14.97,4.02,GRP,United,78
Â£ 218950,Hardtop,Sealine power boats,"Used boat,Diesel",2010,14.3,4.47,PVC,United,117
EUR 240023,Pilothouse,Jeanneau power boats,"new boat from stock,Diesel",0,10.5,3.32,GRP,Germany,35
EUR 240023,Motor Yacht,Jeanneau power boats,"new boat on order,Diesel",2020,10.5,3.32,GRP,Germany,88
EUR 240000,Motor Yacht,Primatist power boats,"Used boat,Diesel",2008,14.1,4.5,,Italy,57
EUR 240000,Motor Yacht,Riviera power boats,"Used boat,Diesel",2004,12.98,4.61,GRP,Portugal,42
EUR 240000,Center console boat,Fairline power boats,Used boat,2010,13.12,4.04,GRP,Italy,136
EUR 240000,Motor Yacht,Atlantic Motor Yachts power boats,"Used boat,Diesel",2008,13.96,4.25,,Italy,43
EUR 240000,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,15.24,4.57,GRP,Greece,123
EUR 240000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2006,14.18,4.3,GRP,Italy,89
EUR 240000,Flybridge,,"Used boat,Diesel",2007,14.35,4.34,GRP,Croatia,29
EUR 239000,Trawler,,Used boat,2005,12.85,3.95,Steel,Netherlands,77
EUR 239000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,13.5,4.09,PVC,France,60
EUR 239000,Hardtop,Galeon power boats,"Used boat,Diesel",2015,10.9,3.35,GRP,Germany,346
EUR 239000,Flybridge,Fairline power boats,"Used boat,Diesel",2004,14.6,4.3,GRP,Croatia,122
EUR 239000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2005,14.55,4.36,PVC,Croatia,51
EUR 239000,Flybridge,Cranchi power boats,"Used boat,Diesel",2006,15.01,4.33,GRP,Italy,60
EUR 239000,Trawler,Smelne power boats,Used boat,2001,14.25,4.2,Steel,Netherlands,39
EUR 239000,Trawler,Linssen power boats,Used boat,1999,13.99,4.35,Steel,Netherlands,62
EUR 239000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2010,12.4,4.0,,Italy,95
EUR 239000,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2019,7.62,2.74,GRP,Spain,77
EUR 239000,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.5,3.35,PVC,France,54
EUR 239000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,14.96,4.29,GRP,Croatia,71
EUR 239000,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,France,26
EUR 239000,Motor Yacht,Marex power boats,"Used boat,Diesel",2014,10.78,3.31,GRP,Germany,99
EUR 239000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,12.0,3.0,GRP,Croatia,147
EUR 239000,Motor Yacht,,"Used boat,Diesel",2007,17.53,4.65,GRP,Croatia,40
EUR 239000,Hardtop,Princess power boats,"Used boat,Diesel",2008,14.35,3.99,GRP,Spain,219
EUR 239000,Motor Yacht,Cantieri Estensi power boats,Used boat,2010,12.6,4.0,,Italy,92
EUR 239000,Hardtop,Bavaria power boats,Used boat,2019,11.95,4.21,,Italy,161
EUR 239000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,11.8,3.99,GRP,Croatia,120
EUR 239000,Motor Yacht,Cantieri Estensi power boats,Used boat,2010,12.6,4.0,,Italy,46
EUR 239000,Motor Yacht,Cantieri Estensi power boats,Used boat,2010,12.6,4.0,,Italy,125
EUR 238900,Flybridge,Jeanneau power boats,new boat from stock,2020,10.45,3.37,GRP,Germany,119
EUR 238360,Hardtop,Galeon power boats,"new boat from stock,Unleaded",2021,9.6,2.94,GRP,Switzerland,319
EUR 238321,Cabin Boat,Rhea power boats,new boat from stock,0,9.75,3.3,GRP,Netherlands,127
EUR 238000,House Boat,,new boat from stock,2020,19.95,4.85,Steel,Netherlands,118
EUR 238000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,12.9,4.22,,Italy,65
EUR 238000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,12.33,3.8,PVC,France,69
EUR 235000,Pilothouse,AGA-Marine power boats,"new boat from stock,Diesel",2016,12.0,3.97,Steel,Poland,87
EUR 235000,Flybridge,Storebro power boats,"Used boat,Diesel",2005,12.5,3.9,GRP,Portugal,124
EUR 235000,Sport Boat,Tecnomar power boats,"Used boat,Diesel",2003,19.6,4.4,GRP,Italy,98
EUR 235000,Motor Yacht,Bavaria power boats,"new boat from stock,Diesel",2019,10.8,3.59,,Germany,193
EUR 235000,Motor Yacht,Momenta power boats,"new boat from stock,Diesel",2019,11.0,3.75,GRP,Turkey,55
EUR 235000,Motor Yacht,,"Used boat,Diesel",2005,17.53,4.65,,Italy,44
EUR 235000,Hardtop,Atlantis power boats,"Used boat,Diesel",2009,13.96,4.25,GRP,Italy,58
EUR 235000,Motor Yacht,,Used boat,1910,27.0,5.0,Steel,France,40
EUR 235000,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,,Switzerland,342
EUR 235000,Trawler,,Used boat,2003,15.5,4.5,Steel,Netherlands,50
EUR 235000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2014,12.15,3.9,GRP,Croatia,89
EUR 235000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,10.53,3.32,PVC,France,71
EUR 235000,Trawler,,Used boat,1994,16.4,5.0,Steel,Netherlands,64
EUR 235000,Motor Yacht,Cranchi power boats,Used boat,2017,11.7,3.53,GRP,Germany,101
EUR 235000,Flybridge,,"Used boat,Diesel",2002,14.8,4.6,GRP,Croatia,42
EUR 235000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,14.65,4.36,GRP,Italy,145
EUR 235000,Motor Yacht,,"Used boat,Unleaded",2016,9.75,2.74,GRP,Germany,147
EUR 235000,Motor Yacht,,Used boat,2017,9.3,2.98,GRP,Netherlands,99
EUR 235000,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2017,11.47,3.62,GRP,Germany,185
EUR 235000,"Hardtop,Motor Yacht,Sport Boat",Bavaria power boats,"Used boat,Unleaded",2017,13.29,3.97,GRP,Croatia,482
EUR 235000,Motor Yacht,Gruno power boats,"Used boat,Diesel",2018,11.9,3.9,Steel,Greetsile/,397
EUR 234900,Motor Yacht,Princess power boats,"Used boat,Diesel",2002,15.2,4.27,GRP,Greece,117
EUR 234800,Motor Yacht,Sessa power boats,"Used boat,Diesel",2009,13.2,3.99,GRP,France,157
DKK 1735382,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,9.99,3.49,GRP,Denmark,72
EUR 232925,Pilothouse,Rhea power boats,new boat from stock,0,9.3,3.3,GRP,Netherlands,173
EUR 232000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2006,15.7,4.35,,Italy,66
EUR 232000,Motor Yacht,Sunseeker power boats,Used boat,2007,14.95,4.3,GRP,Croatia,83
EUR 232000,Motor Yacht,,"Used boat,Diesel",2007,14.7,4.64,GRP,Croatia,40
CHF 250000,Cabin Boat,Aquador power boats,"Used boat,Diesel",2017,10.6,3.45,GRP,Switzerland,261
CHF 249000,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,8.24,2.6,,Switzerland,245
CHF 249000,Motor Yacht,Loon power boats,"Used boat,Diesel",2015,12.7,3.99,Aluminium,Switzerland,171
EUR 229900,Flybridge,Azimut power boats,"Used boat,Diesel",2005,12.9,4.29,GRP,Croatia,100
EUR 229900,Flybridge,Azimut power boats,"Used boat,Diesel",2002,15.85,4.4,GRP,Greece,124
EUR 229500,Trawler,,Used boat,1920,27.0,4.5,Steel,Netherlands,74
EUR 229500,Sport Boat,Viper power boats,"Used boat,Unleaded",2019,9.8,3.0,GRP,Germany,96
EUR 229000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,14.0,4.0,GRP,Greece,123
EUR 229000,Hardtop,Innovazioni e Progetti power boats,"Used boat,Diesel",2008,14.7,4.64,GRP,Italy,37
EUR 229000,Trawler,Altena power boats,"Used boat,Diesel",2012,12.66,3.95,Steel,Netherlands,110
EUR 229000,Motor Yacht,Pacific power boats,Used boat,2003,14.8,4.55,Steel,Netherlands,54
EUR 229000,Trawler,,Used boat,1997,13.2,4.0,Steel,Netherlands,123
EUR 229000,Flybridge,Sealine power boats,"Used boat,Diesel",2007,12.88,4.21,GRP,Croatia,34
EUR 229000,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2007,17.53,4.65,GRP,Croatia,111
EUR 229000,Motor Yacht,Itama power boats,"Used boat,Diesel",2006,13.36,3.95,GRP,France,78
EUR 229000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,13.0,4.16,GRP,Croatia,50
EUR 229000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,10.98,4.0,PVC,France,45
EUR 229000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2015,11.51,3.62,GRP,Croatia,96
EUR 229000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2002,13.78,4.14,GRP,Italy,171
EUR 229000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,11.47,3.62,GRP,Germany,186
EUR 229000,Trawler,Zuiderzee power boats,Used boat,2000,14.0,4.25,Steel,Netherlands,123
EUR 229000,"Classic,House Boat,Passenger boat",,"Used boat,Diesel",1998,28.58,4.8,Steel,Germany,319
EUR 229000,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2007,13.11,4.11,GRP,Netherlands,69
EUR 228975,Bowrider,Frauscher power boats,"new boat from stock,Unleaded",2019,8.67,2.49,GRP,Switzerland,620
EUR 228000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.7,3.99,,Croatia,182
EUR 228000,Pontoon Boat,Performance power boats,"Used boat,Unleaded",2009,11.8,3.0,GRP,Italy,173
DKK 1695000,Trawler,BÃ©nÃ©teau power boats,Used boat,2007,13.6,4.17,GRP,Denmark,113
CHF 246000,Pilothouse,Ranieri International power boats,new boat from stock,2017,11.5,3.0,GRP,Switzerland,290
EUR 227500,Hardtop,Marex power boats,Used boat,2016,9.99,3.3,GRP,Netherlands,212
EUR 226840,Motor Yacht,Viper power boats,"new boat from stock,Unleaded",0,9.8,3.0,GRP,Germany,116
DKK 1682900,Hardtop,Bavaria power boats,new boat from stock,2020,11.66,3.59,,Denmark,180
DKK 1680000,Motor Yacht,Motiva power boats,"Used boat,Diesel",2002,13.18,3.74,Steel,Denmark,73
EUR 225000,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,15.41,4.22,,Italy,106
EUR 225000,Sport Boat,Cantieri di Sarnico power boats,Used boat,2000,17.15,4.54,GRP,Italy,75
EUR 225000,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,15.72,4.3,,Greece,45
EUR 225000,Sport Boat,Rivers and Tides power boats,"new boat from stock,Electric",2017,6.8,2.07,Wood,Austria,44
EUR 225000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2019,10.8,3.59,,Netherlands,179
EUR 225000,Motor Yacht,Condor Yachting power boats,"Used boat,Diesel",1999,17.5,5.0,Steel,France,524
EUR 225000,"House Boat,Motor Yacht,Trawler",Hollandia power boats,"Used boat,Diesel",1998,14.3,4.45,Steel,Sweden,471
EUR 225000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2007,14.85,4.36,GRP,Croatia,127
EUR 224916,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,12.55,3.85,PVC,France,46
EUR 224890,Sport Boat,Frauscher power boats,"Used boat,Diesel",2018,8.67,2.25,,Spain,96
EUR 224500,Trawler,,"Used boat,Diesel",1933,28.55,5.02,Steel,Netherlands,50
EUR 224391,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2020,10.44,3.32,PVC,France,34
EUR 224200,Motor Yacht,Azimut power boats,"Used boat,Diesel",1998,14.33,4.4,GRP,Spain,108
EUR 224000,Pilothouse,Nimbus power boats,Used boat,2017,9.85,3.25,GRP,Switzerland,295
EUR 223129,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",2019,11.2,3.6,GRP,Germany,71
EUR 223125,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",0,11.3,3.63,GRP,Germany,117
EUR 222900,Motor Yacht,Sea Ray power boats,"new boat from stock,Unleaded",0,10.31,3.25,GRP,Germany,90
DKK 1657500,Motor Yacht,Sessa power boats,"new boat from stock,Diesel",2011,11.7,3.75,GRP,Denmark,50
EUR 221459,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",0,9.99,3.49,GRP,Germany,110
Â£ 201792,Hardtop,Jeanneau power boats,new boat from stock,2020,10.03,3.07,,United,46
EUR 220388,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",0,10.56,3.32,GRP,Germany,74
CHF 238050,Cabin Boat,Q-Yachts power boats,"new boat from stock,Electric",2019,9.3,2.2,GRP,Switzerland,280
EUR 220000,Flybridge,Azimut power boats,"Used boat,Diesel",2004,13.0,4.0,GRP,Italy,44
EUR 220000,Flybridge,Princess power boats,"Used boat,Diesel",1996,13.68,4.17,GRP,Portugal,47
EUR 220000,"Classic,Flybridge",Cantieri di Pisa power boats,"Used boat,Diesel",1980,27.0,6.68,Wood,Italy,199
EUR 220000,Flybridge,Princess power boats,"Used boat,Diesel",1994,17.99,4.57,,Italy,190
EUR 220000,Hardtop,Atlantis power boats,Used boat,2007,14.88,4.45,,Italy,79
EUR 220000,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2003,16.76,4.66,GRP,Turkey,109
EUR 220000,Hardtop,Atlantis power boats,"Used boat,Diesel",2008,14.57,4.25,,Italy,53
EUR 220000,Center console boat,Rhea power boats,"Used boat,Diesel",2017,10.6,3.15,PVC,France,76
EUR 220000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,12.9,3.99,GRP,Italy,52
EUR 220000,Hardtop,Absolute power boats,"Used boat,Diesel",2008,14.3,4.2,GRP,Italy,105
EUR 220000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,11.0,3.0,GRP,Croatia,134
EUR 219900,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,14.76,4.2,GRP,Spain,177
Â£ 199999,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.28,4.6,GRP,Spain,106
Â£ 199990,Cabin Boat,Sunseeker power boats,"Used boat,Diesel",2001,18.5,4.59,GRP,Spain,239
EUR 219500,Trawler,ReLine power boats,Used boat,2009,12.25,4.15,Steel,Netherlands,61
EUR 219500,Motor Yacht,Pacific power boats,Used boat,2006,16.0,4.75,Steel,Netherlands,74
EUR 219500,Trawler,,Used boat,2010,14.5,4.7,Steel,Netherlands,107
EUR 219500,Trawler,Vri-Jon power boats,Used boat,2009,13.9,4.2,Steel,Netherlands,97
EUR 219500,Motor Yacht,Wider power boats,Used boat,2011,13.27,3.32,,Netherlands,48
EUR 219500,Trawler,Concordia power boats,"Used boat,Diesel",2010,14.5,4.7,Steel,Netherlands,95
EUR 219000,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,14.88,4.01,GRP,Croatia,136
EUR 219000,Flybridge,Azimut power boats,"Used boat,Diesel",2002,14.0,4.0,GRP,Croatia,185
EUR 219000,Hardtop,Sessa power boats,"new boat from stock,Unleaded",2020,11.4,3.45,GRP,Italy,132
EUR 219000,Motor Yacht,,"Used boat,Diesel",1963,24.21,5.39,Steel,Germany,83
EUR 219000,Motor Yacht,,"Used boat,Diesel",1963,24.21,5.39,Steel,Germany,53
EUR 219000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2003,15.7,4.22,,Italy,185
EUR 219000,Hardtop,Giorgi power boats,"Used boat,Diesel",2009,15.6,4.2,,Italy,37
EUR 219000,Motor Yacht,,"Used boat,Diesel",2008,14.6,4.65,,Italy,90
EUR 219000,Hardtop,Absolute power boats,"Used boat,Diesel",2009,12.7,4.1,GRP,Spain,143
EUR 219000,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.35,PVC,France,56
EUR 219000,Trawler,Smelne power boats,Used boat,2005,12.77,4.15,Steel,Netherlands,30
EUR 219000,Pilothouse,BÃ©nÃ©teau power boats,"new boat on order,Unleaded",2020,11.0,3.5,,Germany,195
EUR 219000,Motor Yacht,Linssen power boats,"Used boat,Diesel",2001,13.2,4.35,Steel,Germany,161
EUR 219000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,16.13,4.44,GRP,Germany,172
EUR 219000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2001,15.2,3.94,GRP,Netherlands,73
EUR 219000,Hardtop,Giorgi power boats,"Used boat,Diesel",2009,15.4,4.2,GRP,Italy,61
EUR 219000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,16.13,4.44,GRP,Germany,134
EUR 219000,House Boat,Nautilus power boats,"Used boat,Electric",2020,10.9,3.6,Plastic,Germany,363
EUR 219000,House Boat,,"Used boat,Electric",2020,10.9,3.6,,Germany,197
EUR 219000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2018,10.07,3.25,GRP,Netherlands,76
EUR 219000,Flybridge,Ferretti power boats,"Used boat,Diesel",2001,13.3,4.34,,Greece,49
EUR 219000,Hardtop,Bavaria power boats,Used boat,2019,11.95,4.21,,Italy,200
EUR 215000,Trawler,,"Used boat,Diesel",1987,16.05,4.8,Steel,Netherlands,102
EUR 215000,Motor Yacht,Solare power boats,"Used boat,Diesel",2006,12.5,4.2,GRP,Italy,37
EUR 215000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,11.98,4.16,GRP,Spain,174
EUR 215000,Flybridge,Ferretti power boats,"Used boat,Diesel",1995,13.98,4.5,,Italy,38
EUR 215000,Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",2003,15.98,4.22,GRP,Italy,55
EUR 215000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2019,10.56,3.32,PVC,France,20
EUR 215000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,9.35,2.95,GRP,Germany,216
EUR 215000,Flybridge,Carnevali power boats,"Used boat,Diesel",2001,14.9,4.7,GRP,Italy,19
EUR 215000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2008,14.55,4.36,PVC,France,34
EUR 215000,Pilothouse,Jeanneau power boats,new boat from stock,2020,9.94,3.37,GRP,Italy,106
EUR 215000,Center console boat,,"Used boat,Diesel",2008,15.4,4.25,GRP,Italy,20
EUR 215000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.37,3.9,PVC,France,42
EUR 215000,Flybridge,Sealine power boats,"Used boat,Diesel",2006,12.9,4.21,PVC,Spain,71
EUR 215000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,17.57,4.8,GRP,Italy,56
EUR 215000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,14.55,4.36,GRP,Portugal,64
EUR 215000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2018,10.56,3.27,PVC,France,121
EUR 215000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2001,13.3,4.34,GRP,Germany,138
EUR 215000,Sport Boat,AXOPAR power boats,"Used boat,Unleaded",2019,11.2,3.3,PVC,France,140
EUR 215000,Motor Yacht,Tiara power boats,Used boat,2005,13.66,4.56,GRP,Italy,63
EUR 214900,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,France,43
DKK 1595000,Motor Yacht,Nord West power boats,Used boat,2004,11.9,3.7,,Denmark,114
DKK 1595000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,13.6,4.25,GRP,Denmark,262
CHF 229900,Motor Yacht,Linssen power boats,"Used boat,Diesel",2010,10.78,3.35,Steel,Switzerland,275
EUR 214000,Trawler,Pedro power boats,"new boat from stock,Diesel",0,10.3,3.4,Steel,Netherlands,86
EUR 214000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2001,14.91,4.42,GRP,Croatia,55
EUR 214000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,11.47,3.62,PVC,Belgium,84
EUR 214000,Motor Yacht,Broom power boats,"Used boat,Diesel",2001,12.8,4.25,GRP,Netherlands,152
EUR 213900,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,9.95,3.35,GRP,Germany,87
Â£ 195000,Hardtop,Swordsman power boats,"Used boat,Diesel",2006,12.14,3.51,PVC,United,74
EUR 213600,Motor Yacht,Fiart Mare power boats,new boat on order,2020,10.4,3.68,PVC,France,56
EUR 213000,Motor Yacht,Innovazione&Progetti power boats,"Used boat,Diesel",2007,14.0,4.0,GRP,Croatia,65
EUR 213000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,12.0,3.0,GRP,Croatia,66
EUR 210000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,12.35,3.65,GRP,Netherlands,253
EUR 210000,Motor Yacht,Faeton power boats,"Used boat,Diesel",2017,11.93,3.95,GRP,Spain,89
EUR 210000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2007,13.1,3.8,,Croatia,136
EUR 210000,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,15.0,4.33,GRP,Portugal,85
EUR 210000,Hardtop,Airon Marine power boats,Used boat,2011,12.98,3.8,GRP,Italy,30
EUR 210000,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,14.81,4.01,GRP,Croatia,62
EUR 210000,Motor Yacht,Siemer power boats,"Used boat,Diesel",2009,12.6,4.1,Steel,Germany,61
EUR 210000,Motor Yacht,Marquis power boats,"Used boat,Diesel",2010,13.41,4.19,GRP,Greece,78
EUR 210000,Flybridge,Fairline power boats,"Used boat,Diesel",2002,14.59,4.3,,Italy,60
EUR 210000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,9.99,3.53,PVC,France,59
EUR 210000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,9.99,3.53,PVC,France,65
EUR 210000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,10.44,3.0,PVC,United,62
EUR 210000,Trawler,Linssen power boats,"Used boat,Diesel",2002,14.28,4.7,Steel,France,91
EUR 210000,Center console boat,Prestige Yachts power boats,"Used boat,Diesel",2008,11.98,4.16,,Italy,89
EUR 210000,Hardtop,Bavaria power boats,"Used boat,Diesel",2015,11.66,3.56,GRP,Spain,90
EUR 210000,Flybridge,Enterprise Marine power boats,"Used boat,Diesel",2009,12.15,4.1,,Italy,36
EUR 210000,Hardtop,Dellapasqua power boats,"Used boat,Diesel",2008,13.97,3.8,GRP,Italy,36
EUR 210000,Flybridge,Abacus power boats,"Used boat,Diesel",2011,16.18,4.75,GRP,Italy,101
EUR 210000,Sport Boat,Azimut power boats,"Used boat,Diesel",2005,13.0,4.0,PVC,Portugal,138
EUR 210000,Motor Yacht,,"Used boat,Diesel",2010,13.97,3.8,,Italy,84
EUR 210000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,3.97,,Italy,87
EUR 210000,Cabin Boat,Aquador power boats,"new boat from stock,Diesel",2020,9.15,3.1,GRP,Germany,180
EUR 210000,Motor Yacht,,"Used boat,Diesel",1994,18.9,5.3,,Greece,146
EUR 210000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.37,2.85,PVC,France,64
EUR 209999,Hardtop,,"Used boat,Diesel",2011,13.83,4.41,PVC,Spain,104
EUR 209900,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,GRP,Germany,121
EUR 209900,"Cabin Boat,Hardtop,Motor Yacht",Galeon power boats,"Used boat,Diesel",2017,10.9,3.35,GRP,Croatia,141
EUR 209850,Motor Yacht,Viper power boats,"new boat from stock,Unleaded",0,9.8,3.0,GRP,Germany,67
EUR 209000,Trawler,,"Used boat,Diesel",2000,13.2,4.55,Steel,Germany,86
EUR 209000,Motor Yacht,Elling power boats,Used boat,2001,13.2,4.25,GRP,Netherlands,64
EUR 209000,Hardtop,BÃ©nÃ©teau power boats,"Display Model,Diesel",2019,3.35,9.95,GRP,Germany,1700
EUR 205000,Flybridge,Princess power boats,"Used boat,Diesel",1996,17.81,4.81,GRP,Portugal,107
EUR 205000,Hardtop,Princess power boats,"Used boat,Diesel",2003,14.8,3.95,,Italy,93
EUR 205000,Hardtop,Atlantis power boats,Used boat,2008,16.68,4.5,,Italy,88
EUR 205000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2004,14.99,4.3,GRP,Germany,99
EUR 205000,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,10.61,3.35,PVC,Spain,119
